ENTREZID;ENSEMBL;SYMBOL;GENENAME
100422938;ENSG00000265237;MIR3142;microRNA 3142
406938;ENSG00000283733;MIR146A;microRNA 146a
23120;ENSG00000118322;ATP10B;ATPase phospholipid transporting 10B (putative)
285629;ENSG00000253417;LINC02159;long intergenic non-protein coding RNA 2159
2561;ENSG00000145864;GABRB2;gamma-aminobutyric acid type A receptor subunit beta2
2559;ENSG00000145863;GABRA6;gamma-aminobutyric acid type A receptor subunit alpha6
2554;ENSG00000022355;GABRA1;gamma-aminobutyric acid type A receptor subunit alpha1
2566;ENSG00000113327;GABRG2;gamma-aminobutyric acid type A receptor subunit gamma2
900;ENSG00000113328;CCNG1;cyclin G1
134492;ENSG00000170584;NUDCD2;NudC domain containing 2
3161;ENSG00000072571;HMMR;hyaluronan mediated motility receptor
27430;ENSG00000038274;MAT2B;methionine adenosyltransferase 2B
100507193;NA;NA;NA
57451;ENSG00000145934;TENM2;teneurin transmembrane protein 2
23286;ENSG00000113645;WWC1;WW and C2 domain containing 1
5917;ENSG00000113643;RARS1;arginyl-tRNA synthetase 1
345630;ENSG00000188573;FBLL1;fibrillarin like 1
79646;ENSG00000120137;PANK3;pantothenate kinase 3
406895;ENSG00000199035;MIR103A1;microRNA 103a-1
100302238;ENSG00000283612;MIR103B1;microRNA 103b-1
6586;ENSG00000184347;SLIT3;slit guidance ligand 3
407001;ENSG00000207739;MIR218-2;microRNA 218-2
728095;NA;SLIT3-AS1;SLIT3 antisense RNA 1
693170;ENSG00000207619;MIR585;microRNA 585
54908;ENSG00000040275;SPDL1;spindle apparatus coiled-coil protein 1
1794;ENSG00000134516;DOCK2;dedicator of cytokinesis 2
100507248;NA;NA;NA
100131897;ENSG00000204767;INSYN2B;inhibitory synaptic factor family member 2B
100133106;NA;NA;NA
2299;ENSG00000168269;FOXI1;forkhead box I1
100507267;NA;LINC01187;long intergenic non-protein coding RNA 1187
133874;ENSG00000234511;C5orf58;chromosome 5 open reading frame 58
3937;ENSG00000043462;LCP2;lymphocyte cytosolic protein 2
100128059;ENSG00000250274;LOC100128059;uncharacterized LOC100128059
257358;ENSG00000235172;LINC01366;long intergenic non-protein coding RNA 1366
30820;ENSG00000182132;KCNIP1;potassium voltage-gated channel interacting protein 1
3779;ENSG00000145936;KCNMB1;potassium calcium-activated channel subfamily M regulatory beta subunit 1
2568;ENSG00000094755;GABRP;gamma-aminobutyric acid type A receptor subunit pi
64901;ENSG00000204764;RANBP17;RAN binding protein 17
728145;NA;NA;NA
30012;ENSG00000164438;TLX3;T cell leukemia homeobox 3
4869;ENSG00000181163;NPM1;nucleophosmin 1
8817;ENSG00000156427;FGF18;fibroblast growth factor 18
644994;ENSG00000185662;SMIM23;small integral membrane protein 23
23291;ENSG00000072803;FBXW11;F-box and WD repeat domain containing 11
6793;ENSG00000072786;STK10;serine/threonine kinase 10
285588;ENSG00000214360;EFCAB9;EF-hand calcium binding domain 9
92181;ENSG00000168246;UBTD2;ubiquitin domain containing 2
100288254;NA;LOC100288254;uncharacterized LOC100288254
285590;ENSG00000174705;SH3PXD2B;SH3 and PX domains 2B
54492;ENSG00000214357;NEURL1B;neuralized E3 ubiquitin protein ligase 1B
100128482;NA;NA;NA
1843;ENSG00000120129;DUSP1;dual specificity phosphatase 1
57222;ENSG00000113719;ERGIC1;endoplasmic reticulum-golgi intermediate compartment 1
100268168;ENSG00000204758;LOC100268168;uncharacterized LOC100268168
51121;ENSG00000037241;RPL26L1;ribosomal protein L26 like 1
8992;ENSG00000113732;ATP6V0E1;ATPase H+ transporting V0 subunit e1
677841;ENSG00000212402;SNORA74B;small nucleolar RNA, H/ACA box 74B
153222;ENSG00000164463;CREBRF;CREB3 regulatory factor
662;ENSG00000113734;BNIP1;BCL2 interacting protein 1
1482;ENSG00000183072;NKX2-5;NK2 homeobox 5
8614;ENSG00000113739;STC2;stanniocalcin 2
285593;ENSG00000253955;LOC285593;uncharacterized LOC285593
91272;ENSG00000145919;BOD1;biorientation of chromosomes in cell division 1
80315;ENSG00000113742;CPEB4;cytoplasmic polyadenylation element binding protein 4
133491;ENSG00000185056;C5orf47;chromosome 5 open reading frame 47
51617;ENSG00000170091;NSG2;neuronal vesicle trafficking associated 2
4488;ENSG00000120149;MSX2;msh homeobox 2
1812;ENSG00000184845;DRD1;dopamine receptor D1
94081;ENSG00000164466;SFXN1;sideroflexin 1
3274;ENSG00000113749;HRH2;histamine receptor H2
10814;ENSG00000145920;CPLX2;complexin 2
84321;ENSG00000051596;THOC3;THO complex 3
202134;ENSG00000182230;FAM153B;family with sequence similarity 153 member B
202134;ENSG00000251623;FAM153B;family with sequence similarity 153 member B
100507397;NA;NA;NA
643201;ENSG00000248596;LOC643201;centrosomal protein 192kDa pseudogene
375484;ENSG00000170085;SIMC1;SUMO interacting motifs containing 1
57179;ENSG00000122203;KIAA1191;KIAA1191
285598;ENSG00000175414;ARL10;ADP ribosylation factor like GTPase 10
100302203;ENSG00000221464;MIR1271;microRNA 1271
51491;ENSG00000048162;NOP16;NOP16 nucleolar protein
192286;ENSG00000146066;HIGD2A;HIG1 hypoxia inducible domain family member 2A
1212;ENSG00000175416;CLTB;clathrin light chain B
23197;ENSG00000113194;FAF2;Fas associated factor family member 2
22838;ENSG00000146083;RNF44;ring finger protein 44
54825;ENSG00000074276;CDHR2;cadherin related family member 2
114787;ENSG00000169258;GPRIN1;G protein regulated inducer of neurite outgrowth 1
6620;ENSG00000074317;SNCB;synuclein beta
100422962;ENSG00000266329;MIR4281;microRNA 4281
253314;ENSG00000175766;EIF4E1B;eukaryotic translation initiation factor 4E family member 1B
26262;ENSG00000048140;TSPAN17;tetraspanin 17
90249;ENSG00000113763;UNC5A;unc-5 netrin receptor A
3101;ENSG00000160883;HK3;hexokinase 3
51720;ENSG00000087206;UIMC1;ubiquitin interaction motif containing 1
23567;ENSG00000113761;ZNF346;zinc finger protein 346
2264;ENSG00000160867;FGFR4;fibroblast growth factor receptor 4
64324;ENSG00000165671;NSD1;nuclear receptor binding SET domain protein 1
53917;ENSG00000169228;RAB24;RAB24, member RAS oncogene family
27166;ENSG00000169230;PRELID1;PRELI domain containing 1
83463;ENSG00000213347;MXD3;MAX dimerization protein 3
10960;ENSG00000169223;LMAN2;lectin, mannose binding 2
10636;ENSG00000169220;RGS14;regulator of G protein signaling 14
6569;ENSG00000131183;SLC34A1;solute carrier family 34 member 1
345456;ENSG00000196570;PFN3;profilin 3
2161;ENSG00000131187;F12;coagulation factor XII
2870;ENSG00000198055;GRK6;G protein-coupled receptor kinase 6
80758;ENSG00000131188;PRR7;proline rich 7, synaptic
1627;ENSG00000113758;DBN1;drebrin 1
9260;ENSG00000196923;PDLIM7;PDZ and LIM domain 7
79930;ENSG00000146094;DOK3;docking protein 3
51428;ENSG00000183258;DDX41;DEAD-box helicase 41
54540;ENSG00000146067;FAM193B;family with sequence similarity 193 member B
54732;ENSG00000184840;TMED9;transmembrane p24 trafficking protein 9
11285;ENSG00000027847;B4GALT7;beta-1,4-galactosyltransferase 7
202181;NA;LOC202181;SUMO interacting motifs containing 1 pseudogene
100507427;NA;NA;NA
285596;ENSG00000170074;FAM153A;family with sequence similarity 153 member A
728554;ENSG00000170089;LOC728554;THO complex 3 pseudogene
100505517;NA;NA;NA
100128340;NA;LOC100128340;uncharacterized LOC100128340
5626;ENSG00000175325;PROP1;PROP paired-like homeobox 1
5626;ENSG00000280635;PROP1;PROP paired-like homeobox 1
5626;ENSG00000274382;PROP1;PROP paired-like homeobox 1
653316;ENSG00000204677;FAM153CP;protein FAM153C
23138;ENSG00000145911;N4BP3;NEDD4 binding protein 3
64777;ENSG00000145916;RMND5B;required for meiotic nuclear division 5 homolog B
55651;ENSG00000145912;NHP2;NHP2 ribonucleoprotein
64396;ENSG00000244234;GMCL2;germ cell-less 2, spermatogenesis associated
3182;ENSG00000197451;HNRNPAB;heterogeneous nuclear ribonucleoprotein A/B
85007;ENSG00000175309;PHYKPL;5-phosphohydroxy-L-lysine phospho-lyase
91522;ENSG00000050767;COL23A1;collagen type XXIII alpha 1 chain
57396;ENSG00000113240;CLK4;CDC like kinase 4
6940;ENSG00000169131;ZNF354A;zinc finger protein 354A
729522;ENSG00000250420;AACSP1;acetoacetyl-CoA synthetase pseudogene 1
117608;ENSG00000178338;ZNF354B;zinc finger protein 354B
80108;ENSG00000198939;ZFP2;ZFP2 zinc finger protein
285676;ENSG00000178187;ZNF454;zinc finger protein 454
2916;ENSG00000113262;GRM6;glutamate metabotropic receptor 6
345462;ENSG00000234284;ZNF879;zinc finger protein 879
30832;ENSG00000177932;ZNF354C;zinc finger protein 354C
9509;ENSG00000087116;ADAMTS2;ADAM metallopeptidase with thrombospondin type 1 motif 2
9509;ENSG00000283802;ADAMTS2;ADAM metallopeptidase with thrombospondin type 1 motif 2
100507476;NA;NA;NA
100505548;NA;NA;NA
80230;ENSG00000176783;RUFY1;RUN and FYVE domain containing 1
80230;ENSG00000284260;RUFY1;RUN and FYVE domain containing 1
3187;ENSG00000169045;HNRNPH1;heterogeneous nuclear ribonucleoprotein H1
3187;ENSG00000284254;HNRNPH1;heterogeneous nuclear ribonucleoprotein H1
285679;ENSG00000204661;C5orf60;chromosome 5 open reading frame 60
285679;ENSG00000284445;C5orf60;chromosome 5 open reading frame 60
100507496;NA;NA;NA
646019;ENSG00000204659;CBY3;chibby family member 3
646019;ENSG00000283718;CBY3;chibby family member 3
729595;ENSG00000225051;HMGB3P22;high mobility group box 3 pseudogene 22
821;ENSG00000127022;CANX;calnexin
821;ENSG00000283777;CANX;calnexin
9794;ENSG00000161021;MAML1;mastermind like transcriptional coactivator 1
9794;ENSG00000283780;MAML1;mastermind like transcriptional coactivator 1
4056;ENSG00000213316;LTC4S;leukotriene C4 synthase
4056;ENSG00000283887;LTC4S;leukotriene C4 synthase
11282;ENSG00000161013;MGAT4B;alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
11282;ENSG00000284501;MGAT4B;alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B
100302156;ENSG00000221394;MIR1229;microRNA 1229
100302156;ENSG00000283912;MIR1229;microRNA 1229
8878;ENSG00000161011;SQSTM1;sequestosome 1
8878;ENSG00000284099;SQSTM1;sequestosome 1
51149;ENSG00000161010;MRNIP;MRN complex interacting protein
51149;ENSG00000283918;MRNIP;MRN complex interacting protein
23061;ENSG00000197226;TBC1D9B;TBC1 domain family member 9B
23061;ENSG00000284400;TBC1D9B;TBC1 domain family member 9B
55819;ENSG00000113269;RNF130;ring finger protein 130
442908;ENSG00000198995;MIR340;microRNA 340
255426;ENSG00000146090;RASGEF1C;RasGEF domain family member 1C
5601;ENSG00000050748;MAPK9;mitogen-activated protein kinase 9
9945;ENSG00000131459;GFPT2;glutamine-fructose-6-phosphate transaminase 2
57472;ENSG00000113300;CNOT6;CCR4-NOT transcription complex subunit 6
92304;ENSG00000161055;SCGB3A1;secretoglobin family 3A member 1
2324;ENSG00000037280;FLT4;fms related receptor tyrosine kinase 4
134083;ENSG00000174339;OR2Y1;olfactory receptor family 2 subfamily Y member 1
4245;ENSG00000131446;MGAT1;alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
729678;ENSG00000245060;LINC00847;long intergenic non-protein coding RNA 847
643836;ENSG00000196670;ZFP62;ZFP62 zinc finger protein
79908;ENSG00000113303;BTNL8;butyrophilin like 8
10917;ENSG00000168903;BTNL3;butyrophilin like 3
153579;ENSG00000165810;BTNL9;butyrophilin like 9
285659;ENSG00000182613;OR2V2;olfactory receptor family 2 subfamily V member 2
81786;ENSG00000146054;TRIM7;tripartite motif containing 7
100507546;NA;NA;NA
90933;ENSG00000146063;TRIM41;tripartite motif containing 41
10399;ENSG00000204628;RACK1;receptor for activated C kinase 1
619571;ENSG00000272296;SNORD96A;small nucleolar RNA, C/D box 96A
100289627;NA;NA;NA
619570;ENSG00000264549;SNORD95;small nucleolar RNA, C/D box 95
100507619;NA;NA;NA
84851;ENSG00000183718;TRIM52;tripartite motif containing 52
100507602;ENSG00000248275;TRIM52-AS1;TRIM52 antisense RNA 1 (head to head)
100507631;NA;NA;NA
100132062;NA;LOC100132062;uncharacterized LOC100132062
100286914;NA;NA;NA
26683;ENSG00000230178;OR4F3;olfactory receptor family 4 subfamily F member 3
642316;NA;NA;NA
56940;ENSG00000112679;DUSP22;dual specificity phosphatase 22
3662;ENSG00000137265;IRF4;interferon regulatory factor 4
55770;ENSG00000112685;EXOC2;exocyst complex component 2
135458;ENSG00000188996;HUS1B;HUS1 checkpoint clamp component B
285768;ENSG00000286785;LINC01622;long intergenic non-protein coding RNA 1622
94234;ENSG00000164379;FOXQ1;forkhead box Q1
2295;ENSG00000137273;FOXF2;forkhead box F2
2296;ENSG00000054598;FOXC1;forkhead box C1
2762;ENSG00000112699;GMDS;GDP-mannose 4,6-dehydratase
154386;ENSG00000164385;LINC01600;long intergenic non-protein coding RNA 1600
340156;ENSG00000145949;MYLK4;myosin light chain kinase family member 4
56897;ENSG00000124535;WRNIP1;WRN helicase interacting protein 1
1992;ENSG00000021355;SERPINB1;serpin family B member 1
221756;NA;SERPINB9P1;serpin family B member 9 pseudogene 1
5272;ENSG00000170542;SERPINB9;serpin family B member 9
5269;ENSG00000124570;SERPINB6;serpin family B member 6
401232;ENSG00000244041;LINC01011;long intergenic non-protein coding RNA 1011
4835;ENSG00000124588;NQO2;N-ribosyldihydronicotinamide:quinone reductase 2
401233;NA;HTATSF1P2;HIV-1 Tat specific factor 1 pseudogene 2
387071;NA;FAM136BP;family with sequence similarity 136 member B, pseudogene
8737;ENSG00000137275;RIPK1;receptor interacting serine/threonine kinase 1
670;ENSG00000137274;BPHL;biphenyl hydrolase like
7280;ENSG00000137267;TUBB2A;tubulin beta 2A class IIa
100507194;ENSG00000230269;LINC02525;long intergenic non-protein coding RNA 2525
347733;ENSG00000137285;TUBB2B;tubulin beta 2B class IIb
100507294;NA;NA;NA
389362;ENSG00000180822;PSMG4;proteasome assembly chaperone 4
63027;ENSG00000137266;SLC22A23;solute carrier family 22 member 23
100507336;ENSG00000228793;LOC100507336;uncharacterized LOC100507336
100129626;NA;LOC100129626;translocase of outer mitochondrial membrane 5 homolog (yeast) pseudogene
221749;ENSG00000168994;PXDC1;PX domain containing 1
26240;ENSG00000145945;FAM50B;family with sequence similarity 50 member B
26240;ENSG00000238158;FAM50B;family with sequence similarity 50 member B
8899;ENSG00000112739;PRPF4B;pre-mRNA processing factor 4B
222826;ENSG00000145975;FAM217A;family with sequence similarity 217 member A
404220;ENSG00000185689;C6orf201;chromosome 6 open reading frame 201
10455;ENSG00000198721;ECI2;enoyl-CoA delta isomerase 2
100507506;ENSG00000234817;ECI2-DT;ECI2 divergent transcript
497048;ENSG00000205444;KU-MEL-3;uncharacterized LOC497048
9425;ENSG00000153046;CDYL;chromodomain Y like
10799;ENSG00000124787;RPP40;ribonuclease P/MRP subunit p40
100129461;ENSG00000272142;LYRM4-AS1;LYRM4 antisense RNA 1
100129033;NA;NA;NA
648791;ENSG00000219607;PPP1R3G;protein phosphatase 1 regulatory subunit 3G
57128;ENSG00000214113;LYRM4;LYR motif containing 4
10667;ENSG00000145982;FARS2;phenylalanyl-tRNA synthetase 2, mitochondrial
100507603;NA;NA;NA
51299;ENSG00000124785;NRN1;neuritin 1
2162;ENSG00000124491;F13A1;coagulation factor XIII A chain
285780;ENSG00000216863;LY86-AS1;LY86 antisense RNA 1
9450;ENSG00000112799;LY86;lymphocyte antigen 86
100505612;NA;NA;NA
6239;ENSG00000124782;RREB1;ras responsive element binding protein 1
6745;ENSG00000124783;SSR1;signal sequence receptor subunit 1
285782;ENSG00000164304;CAGE1;cancer antigen 1
83732;ENSG00000124784;RIOK1;RIO kinase 1
100505880;NA;NA;NA
1832;ENSG00000096696;DSP;desmoplakin
154007;ENSG00000168566;SNRNP48;small nuclear ribonucleoprotein U11/U12 subunit 48
654;ENSG00000153162;BMP6;bone morphogenetic protein 6
81567;ENSG00000239264;TXNDC5;thioredoxin domain containing 5
206426;NA;PIP5K1P1;phosphatidylinositol-4-phosphate 5-kinase type 1 pseudogene 1
63915;ENSG00000188428;BLOC1S5;biogenesis of lysosomal organelles complex 1 subunit 5
9521;ENSG00000124802;EEF1E1;eukaryotic translation elongation factor 1 epsilon 1
100124533;NA;SCARNA27;small Cajal body-specific RNA 27
100506091;NA;NA;NA
51000;ENSG00000124786;SLC35B3;solute carrier family 35 member B3
100506207;ENSG00000285219;LOC100506207;uncharacterized LOC100506207
728655;NA;HULC;hepatocellular carcinoma up-regulated long non-coding RNA
100506265;NA;NA;NA
100506288;NA;NA;NA
266553;NA;OFCC1;orofacial cleft 1 candidate 1
7020;ENSG00000137203;TFAP2A;transcription factor AP-2 alpha
100130275;NA;TFAP2A-AS1;TFAP2A antisense RNA 1
221718;NA;LINC00518;long intergenic non-protein coding RNA 518
2651;ENSG00000111846;GCNT2;glucosaminyl (N-acetyl) transferase 2 (I blood group)
2651;ENSG00000285222;GCNT2;glucosaminyl (N-acetyl) transferase 2 (I blood group)
644378;ENSG00000205318;GCNT2P1;GCNT2 pseudogene 1
347744;ENSG00000137434;C6orf52;chromosome 6 open reading frame 52
347744;ENSG00000285312;C6orf52;chromosome 6 open reading frame 52
55003;ENSG00000111845;PAK1IP1;PAK1 interacting protein 1
55003;ENSG00000285226;PAK1IP1;PAK1 interacting protein 1
51522;ENSG00000111843;TMEM14C;transmembrane protein 14C
51522;ENSG00000284936;TMEM14C;transmembrane protein 14C
100506379;NA;NA;NA
81853;ENSG00000137210;TMEM14B;transmembrane protein 14B
4117;ENSG00000111837;MAK;male germ cell associated kinase
9247;ENSG00000124827;GCM2;glial cells missing transcription factor 2
221711;ENSG00000153157;SYCP2L;synaptonemal complex protein 2 like
54898;ENSG00000197977;ELOVL2;ELOVL fatty acid elongase 2
100506409;ENSG00000230314;ELOVL2-AS1;ELOVL2 antisense RNA 1
221710;ENSG00000224531;SMIM13;small integral membrane protein 13
405754;ENSG00000244476;ERVFRD-1;endogenous retrovirus group FRD member 1, envelope
4739;ENSG00000111859;NEDD9;neural precursor cell expressed, developmentally down-regulated 9
100506431;NA;LOC100506431;B2 RNA
100113407;ENSG00000205269;TMEM170B;transmembrane protein 170B
84830;ENSG00000111863;ADTRP;androgen dependent TFPI regulating protein
100506445;NA;NA;NA
3096;ENSG00000095951;HIVEP1;HIVEP zinc finger 1
1906;ENSG00000078401;EDN1;endothelin 1
221692;ENSG00000112137;PHACTR1;phosphatase and actin regulator 1
100130357;ENSG00000215022;LOC100130357;uncharacterized LOC100130357
51256;ENSG00000145979;TBC1D7;TBC1 domain family member 7
54438;ENSG00000145990;GFOD1;glucose-fructose oxidoreductase domain containing 1
85411;NA;NA;NA
23408;ENSG00000124523;SIRT5;sirtuin 5
51406;ENSG00000225921;NOL7;nucleolar protein 7
10048;ENSG00000010017;RANBP9;RAN binding protein 9
100506556;NA;NA;NA
63933;ENSG00000050393;MCUR1;mitochondrial calcium uniporter regulator 1
221687;ENSG00000180537;RNF182;ring finger protein 182
9308;ENSG00000112149;CD83;CD83 molecule
100506601;NA;NA;NA
100506631;NA;NA;NA
100506647;NA;NA;NA
3720;ENSG00000008083;JARID2;jumonji and AT-rich interaction domain containing 2
100506681;ENSG00000235488;JARID2-AS1;JARID2 antisense RNA 1
84062;ENSG00000047579;DTNBP1;dystrobrevin binding protein 1
29116;ENSG00000007944;MYLIP;myosin regulatory light chain interacting protein
2766;ENSG00000137198;GMPR;guanosine monophosphate reductase
6310;ENSG00000124788;ATXN1;ataxin 1
401236;ENSG00000230873;STMND1;stathmin domain containing 1
221662;ENSG00000112183;RBM24;RNA binding motif protein 24
10486;ENSG00000112186;CAP2;cyclase associated actin cytoskeleton regulatory protein 2
51439;ENSG00000137414;FAM8A1;family with sequence similarity 8 member A1
9972;ENSG00000124789;NUP153;nucleoporin 153
100506828;NA;NA;NA
63971;ENSG00000137177;KIF13A;kinesin family member 13A
378884;ENSG00000187566;NHLRC1;NHL repeat containing E3 ubiquitin protein ligase 1
7172;ENSG00000137364;TPMT;thiopurine S-methyltransferase
221656;ENSG00000165097;KDM1B;lysine demethylase 1B
7913;ENSG00000124795;DEK;DEK proto-oncogene
255488;ENSG00000137393;RNF144B;ring finger protein 144B
693125;ENSG00000207775;MIR548A1;microRNA 548a-1
100506885;ENSG00000228412;LNC-LBCS;lncRNA bladder and prostate cancer suppressor, hnRNPK interacting
3400;ENSG00000172201;ID4;inhibitor of DNA binding 4, HLH protein
154141;ENSG00000172197;MBOAT1;membrane bound O-acyltransferase domain containing 1
1871;ENSG00000112242;E2F3;E2F transcription factor 3
54901;ENSG00000145996;CDKAL1;CDK5 regulatory subunit associated protein 1 like 1
6659;ENSG00000124766;SOX4;SRY-box transcription factor 4
401237;NA;CASC15;cancer susceptibility 15
729177;NA;NBAT1;neuroblastoma associated transcript 1
5617;ENSG00000172179;PRL;prolactin
154150;ENSG00000112273;HDGFL1;HDGF like 1
140767;ENSG00000152954;NRSN1;neurensin 1
51473;ENSG00000146038;DCDC2;doublecortin domain containing 2
353219;ENSG00000146049;KAAG1;kidney associated antigen 1
57380;ENSG00000124532;MRS2;magnesium transporter MRS2
2822;ENSG00000112293;GPLD1;glycosylphosphatidylinositol specific phospholipase D1
7915;ENSG00000112294;ALDH5A1;aldehyde dehydrogenase 5 family member A1
9856;ENSG00000137261;KIAA0319;KIAA0319
51567;ENSG00000111802;TDP2;tyrosyl-DNA phosphodiesterase 2
55856;ENSG00000112304;ACOT13;acyl-CoA thioesterase 13
81688;ENSG00000112308;C6orf62;chromosome 6 open reading frame 62
100506935;NA;NA;NA
51053;ENSG00000112312;GMNN;geminin DNA replication inhibitor
9750;ENSG00000111913;RIPOR2;RHO family interacting cell polarization regulator 2
8418;ENSG00000168405;CMAHP;cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
55604;ENSG00000079691;CARMIL1;capping protein regulator and myosin 1 linker 1
10590;ENSG00000079689;SCGN;secretagogin, EF-hand calcium binding protein
221613;ENSG00000164508;H2AC1;H2A clustered histone 1
255626;ENSG00000146047;H2BC1;H2B clustered histone 1
10050;ENSG00000146039;SLC17A4;solute carrier family 17 member 4
6568;ENSG00000124568;SLC17A1;solute carrier family 17 member 1
10786;ENSG00000124564;SLC17A3;solute carrier family 17 member 3
10246;ENSG00000112337;SLC17A2;solute carrier family 17 member 2
10475;ENSG00000112343;TRIM38;tripartite motif containing 38
3024;ENSG00000124610;H1-1;H1.1 linker histone, cluster member
8350;ENSG00000275714;H3C1;H3 clustered histone 1
8359;ENSG00000278637;H4C1;H4 clustered histone 1
8366;ENSG00000278705;H4C2;H4 clustered histone 2
8358;ENSG00000286522;H3C2;H3 clustered histone 2
8335;ENSG00000278463;H2AC4;H2A clustered histone 4
3018;ENSG00000276410;H2BC3;H2B clustered histone 3
8352;ENSG00000287080;H3C3;H3 clustered histone 3
3006;ENSG00000187837;H1-2;H1.2 linker histone, cluster member
3077;ENSG00000010704;HFE;homeostatic iron regulator
8364;ENSG00000197061;H4C3;H4 clustered histone 3
3010;ENSG00000187475;H1-6;H1.6 linker histone, cluster member
100506979;NA;NA;NA
8347;ENSG00000180596;H2BC4;H2B clustered histone 4
8334;ENSG00000180573;H2AC6;H2A clustered histone 6
3008;ENSG00000168298;H1-4;H1.4 linker histone, cluster member
3017;ENSG00000158373;H2BC5;H2B clustered histone 5
8344;ENSG00000274290;H2BC6;H2B clustered histone 6
8360;ENSG00000277157;H4C4;H4 clustered histone 4
8351;ENSG00000197409;H3C4;H3 clustered histone 4
3013;ENSG00000196866;H2AC7;H2A clustered histone 7
8343;ENSG00000277224;H2BC7;H2B clustered histone 7
8367;ENSG00000276966;H4C5;H4 clustered histone 5
8339;ENSG00000273802;H2BC8;H2B clustered histone 8
3012;ENSG00000277075;H2AC8;H2A clustered histone 8
8353;ENSG00000274750;H3C6;H3 clustered histone 6
3007;ENSG00000124575;H1-3;H1.3 linker histone, cluster member
8361;ENSG00000274618;H4C6;H4 clustered histone 6
8369;ENSG00000275663;H4C7;H4 clustered histone 7
8968;ENSG00000277775;H3C7;H3 clustered histone 7
8345;ENSG00000275713;H2BC9;H2B clustered histone 9
8355;ENSG00000273983;H3C8;H3 clustered histone 8
8346;ENSG00000278588;H2BC10;H2B clustered histone 10
100507025;NA;NA;NA
8365;ENSG00000158406;H4C8;H4 clustered histone 8
100507041;NA;NA;NA
11118;ENSG00000186470;BTN3A2;butyrophilin subfamily 3 member A2
10385;ENSG00000124508;BTN2A2;butyrophilin subfamily 2 member A2
11119;ENSG00000026950;BTN3A1;butyrophilin subfamily 3 member A1
54718;ENSG00000124549;BTN2A3P;butyrophilin subfamily 2 member A3, pseudogene
10384;ENSG00000111801;BTN3A3;butyrophilin subfamily 3 member A3
11120;ENSG00000112763;BTN2A1;butyrophilin subfamily 2 member A1
285819;NA;LOC285819;uncharacterized LOC285819
696;ENSG00000124557;BTN1A1;butyrophilin subfamily 1 member A1
493812;ENSG00000228223;HCG11;HLA complex group 11
10473;ENSG00000182952;HMGN4;high mobility group nucleosomal binding domain 4
29777;ENSG00000146109;ABT1;activator of basal transcription 1
100507085;NA;NA;NA
79692;ENSG00000181315;ZNF322;zinc finger protein 322
100507100;NA;NA;NA
387036;ENSG00000241549;GUSBP2;GUSB pseudogene 2
100507141;NA;NA;NA
100270746;NA;LOC100270746;uncharacterized LOC100270746
8970;ENSG00000124635;H2BC11;H2B clustered histone 11
8969;ENSG00000196787;H2AC11;H2A clustered histone 11
85236;ENSG00000197903;H2BC12;H2B clustered histone 12
8294;ENSG00000276180;H4C9;H4 clustered histone 9
85235;ENSG00000274997;H2AC12;H2A clustered histone 12
100422934;ENSG00000265565;MIR3143;microRNA 3143
10279;ENSG00000112812;PRSS16;serine protease 16
94026;ENSG00000158553;POM121L2;POM121 transmembrane nucleoporin like 2
83954;NA;NA;NA
7754;NA;ZNF204P;zinc finger protein 204, pseudogene
346157;ENSG00000124613;ZNF391;zinc finger protein 391
7738;ENSG00000096654;ZNF184;zinc finger protein 184
100507173;ENSG00000281706;LINC01012;long intergenic non-protein coding RNA 1012
8340;ENSG00000185130;H2BC13;H2B clustered histone 13
8329;ENSG00000196747;H2AC13;H2A clustered histone 13
8357;ENSG00000278828;H3C10;H3 clustered histone 10
8331;ENSG00000276368;H2AC14;H2A clustered histone 14
8342;ENSG00000273703;H2BC14;H2B clustered histone 14
8363;ENSG00000197238;H4C11;H4 clustered histone 11
8362;ENSG00000273542;H4C12;H4 clustered histone 12
8330;ENSG00000275221;H2AC15;H2A clustered histone 15
8341;ENSG00000233822;H2BC15;H2B clustered histone 15
8332;ENSG00000276903;H2AC16;H2A clustered histone 16
3009;ENSG00000184357;H1-5;H1.5 linker histone, cluster member
8354;ENSG00000275379;H3C11;H3 clustered histone 11
8368;ENSG00000275126;H4C13;H4 clustered histone 13
8356;ENSG00000197153;H3C12;H3 clustered histone 12
8336;ENSG00000278677;H2AC17;H2A clustered histone 17
8348;ENSG00000274641;H2BC17;H2B clustered histone 17
81697;ENSG00000168131;OR2B2;olfactory receptor family 2 subfamily B member 2
26212;ENSG00000124657;OR2B6;olfactory receptor family 2 subfamily B member 6
100507241;NA;NA;NA
7718;ENSG00000197279;ZNF165;zinc finger protein 165
221584;NA;ZSCAN12P1;zinc finger and SCAN domain containing 12 pseudogene 1
100129195;ENSG00000269293;ZSCAN16-AS1;ZSCAN16 antisense RNA 1
80345;ENSG00000196812;ZSCAN16;zinc finger and SCAN domain containing 16
7745;ENSG00000198315;ZKSCAN8;zinc finger with KRAB and SCAN domains 8
651302;ENSG00000226314;ZNF192P1;zinc finger protein 192 pseudogene 1
